prov_name,yr,age,pop_prop
Heilongjiang,2006,0,0.007571219
Heilongjiang,2006,1_14,0.134770447
Heilongjiang,2006,15_49,0.603504903
Heilongjiang,2006,50_,0.254153431
Heilongjiang,2007,0,0.007301046
Heilongjiang,2007,1_14,0.129303575
Heilongjiang,2007,15_49,0.603016926
Heilongjiang,2007,50_,0.260378453
Heilongjiang,2008,0,0.007030873
Heilongjiang,2008,1_14,0.123836703
Heilongjiang,2008,15_49,0.602528949
Heilongjiang,2008,50_,0.266603475
Heilongjiang,2009,0,0.0067607
Heilongjiang,2009,1_14,0.118369832
Heilongjiang,2009,15_49,0.602040971
Heilongjiang,2009,50_,0.272828497
Heilongjiang,2010,0,0.006490527
Heilongjiang,2010,1_14,0.11290296
Heilongjiang,2010,15_49,0.601552994
Heilongjiang,2010,50_,0.279053519
Heilongjiang,2011,0,0.005943558
Heilongjiang,2011,1_14,0.110719465
Heilongjiang,2011,15_49,0.59027459
Heilongjiang,2011,50_,0.293062387
Heilongjiang,2012,0,0.005396589
Heilongjiang,2012,1_14,0.108535969
Heilongjiang,2012,15_49,0.578996186
Heilongjiang,2012,50_,0.307071255
Heilongjiang,2013,0,0.00484962
Heilongjiang,2013,1_14,0.106352474
Heilongjiang,2013,15_49,0.567717782
Heilongjiang,2013,50_,0.321080124
Heilongjiang,2014,0,0.004302651
Heilongjiang,2014,1_14,0.104168979
Heilongjiang,2014,15_49,0.556439379
Heilongjiang,2014,50_,0.335088992
Shanghai,1990,0,0.00606921
Shanghai,1990,1_14,0.176201887
Shanghai,1990,15_49,0.574593767
Shanghai,1990,50_,0.243135136
Shanghai,1991,0,0.00606921
Shanghai,1991,1_14,0.174032873
Shanghai,1991,15_49,0.574073785
Shanghai,1991,50_,0.245824133
Shanghai,1992,0,0.00606921
Shanghai,1992,1_14,0.171863858
Shanghai,1992,15_49,0.573553802
Shanghai,1992,50_,0.24851313
Shanghai,1993,0,0.00606921
Shanghai,1993,1_14,0.169694844
Shanghai,1993,15_49,0.57303382
Shanghai,1993,50_,0.251202127
Shanghai,1994,0,0.00606921
Shanghai,1994,1_14,0.167525829
Shanghai,1994,15_49,0.572513838
Shanghai,1994,50_,0.253891124
Shanghai,1995,0,0.00606921
Shanghai,1995,1_14,0.165356815
Shanghai,1995,15_49,0.571993855
Shanghai,1995,50_,0.25658012
Shanghai,1996,0,0.005954739
Shanghai,1996,1_14,0.155698045
Shanghai,1996,15_49,0.581867406
Shanghai,1996,50_,0.25647981
Shanghai,1997,0,0.005840269
Shanghai,1997,1_14,0.146039275
Shanghai,1997,15_49,0.591740957
Shanghai,1997,50_,0.256379499
Shanghai,1998,0,0.005725799
Shanghai,1998,1_14,0.136380505
Shanghai,1998,15_49,0.601614508
Shanghai,1998,50_,0.256279188
Shanghai,1999,0,0.005611329
Shanghai,1999,1_14,0.126721735
Shanghai,1999,15_49,0.611488058
Shanghai,1999,50_,0.256178877
Shanghai,2000,0,0.005496859
Shanghai,2000,1_14,0.117062966
Shanghai,2000,15_49,0.621361609
Shanghai,2000,50_,0.256078566
Shanghai,2001,0,0.005670496
Shanghai,2001,1_14,0.110377092
Shanghai,2001,15_49,0.617058864
Shanghai,2001,50_,0.266893548
Shanghai,2002,0,0.005844132
Shanghai,2002,1_14,0.103691218
Shanghai,2002,15_49,0.612756119
Shanghai,2002,50_,0.27770853
Shanghai,2003,0,0.006017769
Shanghai,2003,1_14,0.097005345
Shanghai,2003,15_49,0.608453375
Shanghai,2003,50_,0.288523511
Shanghai,2004,0,0.006191406
Shanghai,2004,1_14,0.090319471
Shanghai,2004,15_49,0.60415063
Shanghai,2004,50_,0.299338493
Shanghai,2005,0,0.006365042
Shanghai,2005,1_14,0.083633598
Shanghai,2005,15_49,0.599847885
Shanghai,2005,50_,0.310153475
Shanghai,2006,0,0.006206078
Shanghai,2006,1_14,0.083020708
Shanghai,2006,15_49,0.601868233
Shanghai,2006,50_,0.308904981
Shanghai,2007,0,0.006047114
Shanghai,2007,1_14,0.082407818
Shanghai,2007,15_49,0.603888581
Shanghai,2007,50_,0.307656487
Shanghai,2008,0,0.005888149
Shanghai,2008,1_14,0.081794928
Shanghai,2008,15_49,0.60590893
Shanghai,2008,50_,0.306407993
Shanghai,2009,0,0.005729185
Shanghai,2009,1_14,0.081182038
Shanghai,2009,15_49,0.607929278
Shanghai,2009,50_,0.305159499
Shanghai,2010,0,0.005570221
Shanghai,2010,1_14,0.080569148
Shanghai,2010,15_49,0.609949626
Shanghai,2010,50_,0.303911005
Shanghai,2011,0,0.005765414
Shanghai,2011,1_14,0.081829997
Shanghai,2011,15_49,0.600202252
Shanghai,2011,50_,0.312202337
Shanghai,2012,0,0.005960608
Shanghai,2012,1_14,0.083090845
Shanghai,2012,15_49,0.590454878
Shanghai,2012,50_,0.320493668
Shanghai,2013,0,0.006155802
Shanghai,2013,1_14,0.084351694
Shanghai,2013,15_49,0.580707504
Shanghai,2013,50_,0.328784999
Shanghai,2014,0,0.006350996
Shanghai,2014,1_14,0.085612543
Shanghai,2014,15_49,0.57096013
Shanghai,2014,50_,0.33707633
Jiangsu,1990,0,0.011859718
Jiangsu,1990,1_14,0.225605746
Jiangsu,1990,15_49,0.575068585
Jiangsu,1990,50_,0.187465951
Jiangsu,1991,0,0.011859718
Jiangsu,1991,1_14,0.222320557
Jiangsu,1991,15_49,0.573610639
Jiangsu,1991,50_,0.192209086
Jiangsu,1992,0,0.011859718
Jiangsu,1992,1_14,0.219035368
Jiangsu,1992,15_49,0.572152692
Jiangsu,1992,50_,0.196952221
Jiangsu,1993,0,0.011859718
Jiangsu,1993,1_14,0.215750179
Jiangsu,1993,15_49,0.570694746
Jiangsu,1993,50_,0.201695357
Jiangsu,1994,0,0.011859718
Jiangsu,1994,1_14,0.21246499
Jiangsu,1994,15_49,0.5692368
Jiangsu,1994,50_,0.206438492
Jiangsu,1995,0,0.011859718
Jiangsu,1995,1_14,0.209179801
Jiangsu,1995,15_49,0.567778853
Jiangsu,1995,50_,0.211181627
Jiangsu,1996,0,0.011064499
Jiangsu,1996,1_14,0.205036793
Jiangsu,1996,15_49,0.569160381
Jiangsu,1996,50_,0.214738327
Jiangsu,1997,0,0.01026928
Jiangsu,1997,1_14,0.200893784
Jiangsu,1997,15_49,0.570541909
Jiangsu,1997,50_,0.218295028
Jiangsu,1998,0,0.009474061
Jiangsu,1998,1_14,0.196750775
Jiangsu,1998,15_49,0.571923436
Jiangsu,1998,50_,0.221851728
Jiangsu,1999,0,0.008678842
Jiangsu,1999,1_14,0.192607766
Jiangsu,1999,15_49,0.573304964
Jiangsu,1999,50_,0.225408428
Jiangsu,2000,0,0.007883623
Jiangsu,2000,1_14,0.188464757
Jiangsu,2000,15_49,0.574686492
Jiangsu,2000,50_,0.228965129
Jiangsu,2001,0,0.008137404
Jiangsu,2001,1_14,0.180013215
Jiangsu,2001,15_49,0.569396443
Jiangsu,2001,50_,0.242452938
Jiangsu,2002,0,0.008391186
Jiangsu,2002,1_14,0.171561673
Jiangsu,2002,15_49,0.564106394
Jiangsu,2002,50_,0.255940747
Jiangsu,2003,0,0.008644968
Jiangsu,2003,1_14,0.16311013
Jiangsu,2003,15_49,0.558816345
Jiangsu,2003,50_,0.269428556
Jiangsu,2004,0,0.00889875
Jiangsu,2004,1_14,0.154658588
Jiangsu,2004,15_49,0.553526296
Jiangsu,2004,50_,0.282916366
Jiangsu,2005,0,0.009152532
Jiangsu,2005,1_14,0.146207046
Jiangsu,2005,15_49,0.548236248
Jiangsu,2005,50_,0.296404175
Jiangsu,2006,0,0.009061097
Jiangsu,2006,1_14,0.141245791
Jiangsu,2006,15_49,0.554236824
Jiangsu,2006,50_,0.295456288
Jiangsu,2007,0,0.008969662
Jiangsu,2007,1_14,0.136284536
Jiangsu,2007,15_49,0.5602374
Jiangsu,2007,50_,0.294508401
Jiangsu,2008,0,0.008878227
Jiangsu,2008,1_14,0.131323282
Jiangsu,2008,15_49,0.566237976
Jiangsu,2008,50_,0.293560515
Jiangsu,2009,0,0.008786792
Jiangsu,2009,1_14,0.126362027
Jiangsu,2009,15_49,0.572238553
Jiangsu,2009,50_,0.292612628
Jiangsu,2010,0,0.008695357
Jiangsu,2010,1_14,0.121400772
Jiangsu,2010,15_49,0.578239129
Jiangsu,2010,50_,0.291664741
Jiangsu,2011,0,0.008693818
Jiangsu,2011,1_14,0.122502929
Jiangsu,2011,15_49,0.569547811
Jiangsu,2011,50_,0.299255441
Jiangsu,2012,0,0.008692279
Jiangsu,2012,1_14,0.123605086
Jiangsu,2012,15_49,0.560856494
Jiangsu,2012,50_,0.306846142
Jiangsu,2013,0,0.008690739
Jiangsu,2013,1_14,0.124707242
Jiangsu,2013,15_49,0.552165177
Jiangsu,2013,50_,0.314436842
Jiangsu,2014,0,0.0086892
Jiangsu,2014,1_14,0.125809399
Jiangsu,2014,15_49,0.543473859
Jiangsu,2014,50_,0.322027542
Zhejiang,1990,0,0.012460842
Zhejiang,1990,1_14,0.220424008
Zhejiang,1990,15_49,0.578415561
Zhejiang,1990,50_,0.188699589
Zhejiang,1991,0,0.012460842
Zhejiang,1991,1_14,0.217331576
Zhejiang,1991,15_49,0.576671905
Zhejiang,1991,50_,0.193535677
Zhejiang,1992,0,0.012460842
Zhejiang,1992,1_14,0.214239144
Zhejiang,1992,15_49,0.57492825
Zhejiang,1992,50_,0.198371764
Zhejiang,1993,0,0.012460842
Zhejiang,1993,1_14,0.211146712
Zhejiang,1993,15_49,0.573184594
Zhejiang,1993,50_,0.203207852
Zhejiang,1994,0,0.012460842
Zhejiang,1994,1_14,0.20805428
Zhejiang,1994,15_49,0.571440939
Zhejiang,1994,50_,0.208043939
Zhejiang,1995,0,0.012460842
Zhejiang,1995,1_14,0.204961848
Zhejiang,1995,15_49,0.569697283
Zhejiang,1995,50_,0.212880026
Zhejiang,1996,0,0.012005353
Zhejiang,1996,1_14,0.198043148
Zhejiang,1996,15_49,0.576268563
Zhejiang,1996,50_,0.213682936
Zhejiang,1997,0,0.011549864
Zhejiang,1997,1_14,0.191124447
Zhejiang,1997,15_49,0.582839844
Zhejiang,1997,50_,0.214485846
Zhejiang,1998,0,0.011094374
Zhejiang,1998,1_14,0.184205746
Zhejiang,1998,15_49,0.589411124
Zhejiang,1998,50_,0.215288755
Zhejiang,1999,0,0.010638885
Zhejiang,1999,1_14,0.177287046
Zhejiang,1999,15_49,0.595982404
Zhejiang,1999,50_,0.216091665
Zhejiang,2000,0,0.010183396
Zhejiang,2000,1_14,0.170368345
Zhejiang,2000,15_49,0.602553685
Zhejiang,2000,50_,0.216894574
Zhejiang,2001,0,0.010419286
Zhejiang,2001,1_14,0.165822039
Zhejiang,2001,15_49,0.595853119
Zhejiang,2001,50_,0.227905556
Zhejiang,2002,0,0.010655177
Zhejiang,2002,1_14,0.161275733
Zhejiang,2002,15_49,0.589152553
Zhejiang,2002,50_,0.238916538
Zhejiang,2003,0,0.010891067
Zhejiang,2003,1_14,0.156729427
Zhejiang,2003,15_49,0.582451987
Zhejiang,2003,50_,0.24992752
Zhejiang,2004,0,0.011126957
Zhejiang,2004,1_14,0.152183121
Zhejiang,2004,15_49,0.57575142
Zhejiang,2004,50_,0.260938502
Zhejiang,2005,0,0.011362848
Zhejiang,2005,1_14,0.147636815
Zhejiang,2005,15_49,0.569050854
Zhejiang,2005,50_,0.271949483
Zhejiang,2006,0,0.010719109
Zhejiang,2006,1_14,0.142897985
Zhejiang,2006,15_49,0.575927709
Zhejiang,2006,50_,0.270455197
Zhejiang,2007,0,0.01007537
Zhejiang,2007,1_14,0.138159155
Zhejiang,2007,15_49,0.582804564
Zhejiang,2007,50_,0.26896091
Zhejiang,2008,0,0.009431632
Zhejiang,2008,1_14,0.133420326
Zhejiang,2008,15_49,0.589681419
Zhejiang,2008,50_,0.267466623
Zhejiang,2009,0,0.008787893
Zhejiang,2009,1_14,0.128681496
Zhejiang,2009,15_49,0.596558274
Zhejiang,2009,50_,0.265972337
Zhejiang,2010,0,0.008144154
Zhejiang,2010,1_14,0.123942667
Zhejiang,2010,15_49,0.603435129
Zhejiang,2010,50_,0.26447805
Zhejiang,2011,0,0.008209492
Zhejiang,2011,1_14,0.123287945
Zhejiang,2011,15_49,0.594204732
Zhejiang,2011,50_,0.274297831
Zhejiang,2012,0,0.008274829
Zhejiang,2012,1_14,0.122633224
Zhejiang,2012,15_49,0.584974335
Zhejiang,2012,50_,0.284117612
Zhejiang,2013,0,0.008340166
Zhejiang,2013,1_14,0.121978503
Zhejiang,2013,15_49,0.575743938
Zhejiang,2013,50_,0.293937393
Zhejiang,2014,0,0.008405503
Zhejiang,2014,1_14,0.121323782
Zhejiang,2014,15_49,0.566513541
Zhejiang,2014,50_,0.303757175
Anhui,1990,0,0.014913451
Anhui,1990,1_14,0.268982414
Anhui,1990,15_49,0.554084837
Anhui,1990,50_,0.162019298
Anhui,1991,0,0.014913451
Anhui,1991,1_14,0.266863149
Anhui,1991,15_49,0.551644983
Anhui,1991,50_,0.166578418
Anhui,1992,0,0.014913451
Anhui,1992,1_14,0.264743883
Anhui,1992,15_49,0.549205129
Anhui,1992,50_,0.171137537
Anhui,1993,0,0.014913451
Anhui,1993,1_14,0.262624618
Anhui,1993,15_49,0.546765274
Anhui,1993,50_,0.175696657
Anhui,1994,0,0.014913451
Anhui,1994,1_14,0.260505353
Anhui,1994,15_49,0.54432542
Anhui,1994,50_,0.180255776
Anhui,1995,0,0.014913451
Anhui,1995,1_14,0.258386087
Anhui,1995,15_49,0.541885566
Anhui,1995,50_,0.184814896
Anhui,1996,0,0.014219841
Anhui,1996,1_14,0.255403554
Anhui,1996,15_49,0.542080613
Anhui,1996,50_,0.188295993
Anhui,1997,0,0.013526231
Anhui,1997,1_14,0.25242102
Anhui,1997,15_49,0.54227566
Anhui,1997,50_,0.19177709
Anhui,1998,0,0.01283262
Anhui,1998,1_14,0.249438486
Anhui,1998,15_49,0.542470707
Anhui,1998,50_,0.195258187
Anhui,1999,0,0.01213901
Anhui,1999,1_14,0.246455952
Anhui,1999,15_49,0.542665754
Anhui,1999,50_,0.198739284
Anhui,2000,0,0.0114454
Anhui,2000,1_14,0.243473418
Anhui,2000,15_49,0.5428608
Anhui,2000,50_,0.202220382
Anhui,2001,0,0.01159875
Anhui,2001,1_14,0.238520271
Anhui,2001,15_49,0.53392214
Anhui,2001,50_,0.215958839
Anhui,2002,0,0.011752099
Anhui,2002,1_14,0.233567124
Anhui,2002,15_49,0.52498348
Anhui,2002,50_,0.229697297
Anhui,2003,0,0.011905449
Anhui,2003,1_14,0.228613977
Anhui,2003,15_49,0.51604482
Anhui,2003,50_,0.243435755
Anhui,2004,0,0.012058798
Anhui,2004,1_14,0.22366083
Anhui,2004,15_49,0.507106159
Anhui,2004,50_,0.257174213
Anhui,2005,0,0.012212148
Anhui,2005,1_14,0.218707682
Anhui,2005,15_49,0.498167499
Anhui,2005,50_,0.270912671
Anhui,2006,0,0.012284855
Anhui,2006,1_14,0.208000767
Anhui,2006,15_49,0.512122958
Anhui,2006,50_,0.267591421
Anhui,2007,0,0.012357562
Anhui,2007,1_14,0.197293851
Anhui,2007,15_49,0.526078417
Anhui,2007,50_,0.26427017
Anhui,2008,0,0.012430269
Anhui,2008,1_14,0.186586935
Anhui,2008,15_49,0.540033876
Anhui,2008,50_,0.26094892
Anhui,2009,0,0.012502976
Anhui,2009,1_14,0.17588002
Anhui,2009,15_49,0.553989334
Anhui,2009,50_,0.25762767
Anhui,2010,0,0.012575683
Anhui,2010,1_14,0.165173104
Anhui,2010,15_49,0.567944793
Anhui,2010,50_,0.25430642
Anhui,2011,0,0.012395234
Anhui,2011,1_14,0.165347006
Anhui,2011,15_49,0.562376696
Anhui,2011,50_,0.259881064
Anhui,2012,0,0.012214786
Anhui,2012,1_14,0.165520907
Anhui,2012,15_49,0.556808598
Anhui,2012,50_,0.265455709
Anhui,2013,0,0.012034338
Anhui,2013,1_14,0.165694809
Anhui,2013,15_49,0.551240501
Anhui,2013,50_,0.271030353
Anhui,2014,0,0.011853889
Anhui,2014,1_14,0.16586871
Anhui,2014,15_49,0.545672403
Anhui,2014,50_,0.276604998
Fujian,1990,0,0.01316663
Fujian,1990,1_14,0.301543682
Fujian,1990,15_49,0.534859988
Fujian,1990,50_,0.1504297
Fujian,1991,0,0.01316663
Fujian,1991,1_14,0.298638809
Fujian,1991,15_49,0.535246343
Fujian,1991,50_,0.152948218
Fujian,1992,0,0.01316663
Fujian,1992,1_14,0.295733937
Fujian,1992,15_49,0.535632698
Fujian,1992,50_,0.155466735
Fujian,1993,0,0.01316663
Fujian,1993,1_14,0.292829064
Fujian,1993,15_49,0.536019054
Fujian,1993,50_,0.157985252
Fujian,1994,0,0.01316663
Fujian,1994,1_14,0.289924191
Fujian,1994,15_49,0.536405409
Fujian,1994,50_,0.16050377
Fujian,1995,0,0.01316663
Fujian,1995,1_14,0.287019319
Fujian,1995,15_49,0.536791764
Fujian,1995,50_,0.163022287
Fujian,1996,0,0.012537624
Fujian,1996,1_14,0.273622498
Fujian,1996,15_49,0.550036244
Fujian,1996,50_,0.163803634
Fujian,1997,0,0.011908618
Fujian,1997,1_14,0.260225676
Fujian,1997,15_49,0.563280724
Fujian,1997,50_,0.164584982
Fujian,1998,0,0.011279612
Fujian,1998,1_14,0.246828855
Fujian,1998,15_49,0.576525204
Fujian,1998,50_,0.165366329
Fujian,1999,0,0.010650606
Fujian,1999,1_14,0.233432033
Fujian,1999,15_49,0.589769684
Fujian,1999,50_,0.166147676
Fujian,2000,0,0.0100216
Fujian,2000,1_14,0.220035212
Fujian,2000,15_49,0.603014164
Fujian,2000,50_,0.166929024
Fujian,2001,0,0.010218079
Fujian,2001,1_14,0.210793867
Fujian,2001,15_49,0.599477246
Fujian,2001,50_,0.179510807
Fujian,2002,0,0.010414558
Fujian,2002,1_14,0.201552523
Fujian,2002,15_49,0.595940328
Fujian,2002,50_,0.192092591
Fujian,2003,0,0.010611037
Fujian,2003,1_14,0.192311178
Fujian,2003,15_49,0.59240341
Fujian,2003,50_,0.204674375
Fujian,2004,0,0.010807515
Fujian,2004,1_14,0.183069833
Fujian,2004,15_49,0.588866493
Fujian,2004,50_,0.217256159
Fujian,2005,0,0.011003994
Fujian,2005,1_14,0.173828488
Fujian,2005,15_49,0.585329575
Fujian,2005,50_,0.229837943
Fujian,2006,0,0.010974137
Fujian,2006,1_14,0.167821888
Fujian,2006,15_49,0.592375853
Fujian,2006,50_,0.228828121
Fujian,2007,0,0.01094428
Fujian,2007,1_14,0.161815289
Fujian,2007,15_49,0.599422132
Fujian,2007,50_,0.227818299
Fujian,2008,0,0.010914423
Fujian,2008,1_14,0.155808689
Fujian,2008,15_49,0.60646841
Fujian,2008,50_,0.226808477
Fujian,2009,0,0.010884566
Fujian,2009,1_14,0.149802089
Fujian,2009,15_49,0.613514689
Fujian,2009,50_,0.225798655
Fujian,2010,0,0.010854709
Fujian,2010,1_14,0.14379549
Fujian,2010,15_49,0.620560968
Fujian,2010,50_,0.224788833
Fujian,2011,0,0.011497144
Fujian,2011,1_14,0.147366577
Fujian,2011,15_49,0.609227382
Fujian,2011,50_,0.231908897
Fujian,2012,0,0.012139579
Fujian,2012,1_14,0.150937664
Fujian,2012,15_49,0.597893797
Fujian,2012,50_,0.23902896
Fujian,2013,0,0.012782014
Fujian,2013,1_14,0.154508751
Fujian,2013,15_49,0.586560211
Fujian,2013,50_,0.246149023
Fujian,2014,0,0.013424449
Fujian,2014,1_14,0.158079839
Fujian,2014,15_49,0.575226626
Fujian,2014,50_,0.253269086
Jiangxi,1990,0,0.017654416
Jiangxi,1990,1_14,0.300213596
Jiangxi,1990,15_49,0.537598697
Jiangxi,1990,50_,0.144533291
Jiangxi,1991,0,0.017654416
Jiangxi,1991,1_14,0.297164834
Jiangxi,1991,15_49,0.536013601
Jiangxi,1991,50_,0.149167149
Jiangxi,1992,0,0.017654416
Jiangxi,1992,1_14,0.294116072
Jiangxi,1992,15_49,0.534428506
Jiangxi,1992,50_,0.153801006
Jiangxi,1993,0,0.017654416
Jiangxi,1993,1_14,0.29106731
Jiangxi,1993,15_49,0.532843411
Jiangxi,1993,50_,0.158434863
Jiangxi,1994,0,0.017654416
Jiangxi,1994,1_14,0.288018547
Jiangxi,1994,15_49,0.531258316
Jiangxi,1994,50_,0.16306872
Jiangxi,1995,0,0.017654416
Jiangxi,1995,1_14,0.284969785
Jiangxi,1995,15_49,0.529673221
Jiangxi,1995,50_,0.167702578
Jiangxi,1996,0,0.017129261
Jiangxi,1996,1_14,0.276774794
Jiangxi,1996,15_49,0.537638354
Jiangxi,1996,50_,0.168457591
Jiangxi,1997,0,0.016604106
Jiangxi,1997,1_14,0.268579803
Jiangxi,1997,15_49,0.545603486
Jiangxi,1997,50_,0.169212605
Jiangxi,1998,0,0.016078951
Jiangxi,1998,1_14,0.260384811
Jiangxi,1998,15_49,0.553568619
Jiangxi,1998,50_,0.169967619
Jiangxi,1999,0,0.015553796
Jiangxi,1999,1_14,0.25218982
Jiangxi,1999,15_49,0.561533752
Jiangxi,1999,50_,0.170722632
Jiangxi,2000,0,0.015028641
Jiangxi,2000,1_14,0.243994829
Jiangxi,2000,15_49,0.569498885
Jiangxi,2000,50_,0.171477646
Jiangxi,2001,0,0.014661556
Jiangxi,2001,1_14,0.242752778
Jiangxi,2001,15_49,0.557601659
Jiangxi,2001,50_,0.184984006
Jiangxi,2002,0,0.014294472
Jiangxi,2002,1_14,0.241510728
Jiangxi,2002,15_49,0.545704433
Jiangxi,2002,50_,0.198490367
Jiangxi,2003,0,0.013927387
Jiangxi,2003,1_14,0.240268678
Jiangxi,2003,15_49,0.533807208
Jiangxi,2003,50_,0.211996727
Jiangxi,2004,0,0.013560302
Jiangxi,2004,1_14,0.239026627
Jiangxi,2004,15_49,0.521909982
Jiangxi,2004,50_,0.225503088
Jiangxi,2005,0,0.013193218
Jiangxi,2005,1_14,0.237784577
Jiangxi,2005,15_49,0.510012757
Jiangxi,2005,50_,0.239009449
Jiangxi,2006,0,0.013152109
Jiangxi,2006,1_14,0.231438588
Jiangxi,2006,15_49,0.519916468
Jiangxi,2006,50_,0.235492835
Jiangxi,2007,0,0.013111
Jiangxi,2007,1_14,0.225092599
Jiangxi,2007,15_49,0.52982018
Jiangxi,2007,50_,0.231976222
Jiangxi,2008,0,0.013069891
Jiangxi,2008,1_14,0.21874661
Jiangxi,2008,15_49,0.539723891
Jiangxi,2008,50_,0.228459608
Jiangxi,2009,0,0.013028782
Jiangxi,2009,1_14,0.212400621
Jiangxi,2009,15_49,0.549627602
Jiangxi,2009,50_,0.224942995
Jiangxi,2010,0,0.012987674
Jiangxi,2010,1_14,0.206054632
Jiangxi,2010,15_49,0.559531314
Jiangxi,2010,50_,0.221426381
Jiangxi,2011,0,0.012885378
Jiangxi,2011,1_14,0.20528432
Jiangxi,2011,15_49,0.551839093
Jiangxi,2011,50_,0.229991209
Jiangxi,2012,0,0.012783083
Jiangxi,2012,1_14,0.204514008
Jiangxi,2012,15_49,0.544146872
Jiangxi,2012,50_,0.238556037
Jiangxi,2013,0,0.012680788
Jiangxi,2013,1_14,0.203743696
Jiangxi,2013,15_49,0.536454651
Jiangxi,2013,50_,0.247120865
Jiangxi,2014,0,0.012578493
Jiangxi,2014,1_14,0.202973385
Jiangxi,2014,15_49,0.52876243
Jiangxi,2014,50_,0.255685693
Shandong,1990,0,0.008796623
Shandong,1990,1_14,0.257204163
Shandong,1990,15_49,0.561059717
Shandong,1990,50_,0.172939497
Shandong,1991,0,0.008796623
Shandong,1991,1_14,0.253119155
Shandong,1991,15_49,0.561204887
Shandong,1991,50_,0.176879335
Shandong,1992,0,0.008796623
Shandong,1992,1_14,0.249034147
Shandong,1992,15_49,0.561350057
Shandong,1992,50_,0.180819172
Shandong,1993,0,0.008796623
Shandong,1993,1_14,0.244949139
Shandong,1993,15_49,0.561495227
Shandong,1993,50_,0.18475901
Shandong,1994,0,0.008796623
Shandong,1994,1_14,0.240864132
Shandong,1994,15_49,0.561640397
Shandong,1994,50_,0.188698848
Shandong,1995,0,0.008796623
Shandong,1995,1_14,0.236779124
Shandong,1995,15_49,0.561785567
Shandong,1995,50_,0.192638686
Shandong,1996,0,0.009158617
Shandong,1996,1_14,0.228965567
Shandong,1996,15_49,0.565433256
Shandong,1996,50_,0.19644256
Shandong,1997,0,0.009520611
Shandong,1997,1_14,0.22115201
Shandong,1997,15_49,0.569080945
Shandong,1997,50_,0.200246434
Shandong,1998,0,0.009882604
Shandong,1998,1_14,0.213338454
Shandong,1998,15_49,0.572728634
Shandong,1998,50_,0.204050308
Shandong,1999,0,0.010244598
Shandong,1999,1_14,0.205524897
Shandong,1999,15_49,0.576376323
Shandong,1999,50_,0.207854182
Shandong,2000,0,0.010606591
Shandong,2000,1_14,0.19771134
Shandong,2000,15_49,0.580024012
Shandong,2000,50_,0.211658057
Shandong,2001,0,0.010713932
Shandong,2001,1_14,0.18778683
Shandong,2001,15_49,0.576266298
Shandong,2001,50_,0.22523294
Shandong,2002,0,0.010821274
Shandong,2002,1_14,0.177862319
Shandong,2002,15_49,0.572508584
Shandong,2002,50_,0.238807823
Shandong,2003,0,0.010928615
Shandong,2003,1_14,0.167937808
Shandong,2003,15_49,0.56875087
Shandong,2003,50_,0.252382707
Shandong,2004,0,0.011035956
Shandong,2004,1_14,0.158013298
Shandong,2004,15_49,0.564993157
Shandong,2004,50_,0.26595759
Shandong,2005,0,0.011143297
Shandong,2005,1_14,0.148088787
Shandong,2005,15_49,0.561235443
Shandong,2005,50_,0.279532473
Shandong,2006,0,0.010961616
Shandong,2006,1_14,0.147896608
Shandong,2006,15_49,0.561105333
Shandong,2006,50_,0.280036443
Shandong,2007,0,0.010779934
Shandong,2007,1_14,0.14770443
Shandong,2007,15_49,0.560975222
Shandong,2007,50_,0.280540414
Shandong,2008,0,0.010598253
Shandong,2008,1_14,0.147512251
Shandong,2008,15_49,0.560845112
Shandong,2008,50_,0.281044384
Shandong,2009,0,0.010416572
Shandong,2009,1_14,0.147320073
Shandong,2009,15_49,0.560715002
Shandong,2009,50_,0.281548354
Shandong,2010,0,0.010234891
Shandong,2010,1_14,0.147127894
Shandong,2010,15_49,0.560584892
Shandong,2010,50_,0.282052324
Shandong,2011,0,0.010405894
Shandong,2011,1_14,0.148191856
Shandong,2011,15_49,0.551061591
Shandong,2011,50_,0.290340659
Shandong,2012,0,0.010576898
Shandong,2012,1_14,0.149255818
Shandong,2012,15_49,0.54153829
Shandong,2012,50_,0.298628995
Shandong,2013,0,0.010747902
Shandong,2013,1_14,0.15031978
Shandong,2013,15_49,0.532014988
Shandong,2013,50_,0.30691733
Shandong,2014,0,0.010918905
Shandong,2014,1_14,0.151383742
Shandong,2014,15_49,0.522491687
Shandong,2014,50_,0.315205665
Henan,1990,0,0.011545381
Henan,1990,1_14,0.281307431
Henan,1990,15_49,0.547767022
Henan,1990,50_,0.159380166
Henan,1991,0,0.011545381
Henan,1991,1_14,0.280056694
Henan,1991,15_49,0.54611162
Henan,1991,50_,0.162286305
Henan,1992,0,0.011545381
Henan,1992,1_14,0.278805956
Henan,1992,15_49,0.544456219
Henan,1992,50_,0.165192443
Henan,1993,0,0.011545381
Henan,1993,1_14,0.277555219
Henan,1993,15_49,0.542800818
Henan,1993,50_,0.168098582
Henan,1994,0,0.011545381
Henan,1994,1_14,0.276304482
Henan,1994,15_49,0.541145416
Henan,1994,50_,0.17100472
Henan,1995,0,0.011545381
Henan,1995,1_14,0.275053745
Henan,1995,15_49,0.539490015
Henan,1995,50_,0.173910859
Henan,1996,0,0.011834523
Henan,1996,1_14,0.269233572
Henan,1996,15_49,0.541979621
Henan,1996,50_,0.176952284
Henan,1997,0,0.012123664
