"prov_name","yr","vacrt_eff"
"Hainan",1992,0.773152870339845
"Hainan",1993,0.784328833934166
"Hainan",1994,0.795204106941209
"Hainan",1995,0.80575733309063
"Hainan",1996,0.815970395724768
"Hainan",1997,0.825828427690171
"Hainan",1998,0.83531976446633
"Hainan",1999,0.84443584678728
"Hainan",2000,0.853171079923966
"Hainan",2001,0.861522657313844
"Hainan",2002,0.869490356378503
"Hainan",2003,0.877076314206059
"Hainan",2004,0.884284790349314
"Hainan",2005,0.891121923364474
"Hainan",2006,0.897595486950031
"Hainan",2007,0.903714650698582
"Hainan",2008,0.909489749596584
"Hainan",2009,0.914932065540528
"Hainan",2010,0.920053623315917
"Hainan",2011,0.92486700273183
"Hainan",2012,0.929385167934417
"Hainan",2013,0.93362131434597
"Hainan",2014,0.937588733194384
"Anhui",1990,0.793750136253468
"Anhui",1991,0.802354095043715
"Anhui",1992,0.810736026695056
"Anhui",1993,0.818889073324253
"Anhui",1994,0.826807593655101
"Anhui",1995,0.834487133142504
"Anhui",1996,0.841924384177739
"Anhui",1997,0.849117137720112
"Anhui",1998,0.856064227732957
"Anhui",1999,0.862765469799218
"Anhui",2000,0.869221595257905
"Anhui",2001,0.87543418214253
"Anhui",2002,0.881405584121013
"Anhui",2003,0.887138858538618
"Anhui",2004,0.892637694556156
"Anhui",2005,0.897906342259214
"Anhui",2006,0.902949543494824
"Anhui",2007,0.907772465073111
"Anhui",2008,0.912380634855879
"Anhui",2009,0.916779881144417
"Anhui",2010,0.920976275676465
"Anhui",2011,0.924976080448787
"Anhui",2012,0.92878569849783
"Anhui",2013,0.932411628696919
"Anhui",2014,0.935860424564334
"Heilongjiang",1990,0.799845635804308
"Heilongjiang",1991,0.808069074777274
"Heilongjiang",1992,0.816077473059472
"Heilongjiang",1993,0.823865308030742
"Heilongjiang",1994,0.831428127726539
"Heilongjiang",1995,0.838762519394399
"Heilongjiang",1996,0.84586607031035
"Heilongjiang",1997,0.85273732198385
"Heilongjiang",1998,0.859375718891144
"Heilongjiang",1999,0.865781552861991
"Heilongjiang",2000,0.871955904206885
"Heilongjiang",2001,0.877900580615115
"Heilongjiang",2002,0.883618054782002
"Heilongjiang",2003,0.88911140164041
"Heilongjiang",2004,0.894384235980636
"Heilongjiang",2005,0.899440651147504
"Heilongjiang",2006,0.904285159406786
"Heilongjiang",2007,0.908922634477584
"Heilongjiang",2008,0.913358256635066
"Heilongjiang",2009,0.9175974607007
"Heilongjiang",2010,0.921645887156099
"Heilongjiang",2011,0.925509336542664
"Heilongjiang",2012,0.929193727242951
"Heilongjiang",2013,0.932705056681304
"Heilongjiang",2014,0.936049365930782
"Sichuan",1990,0.805941135355148
"Sichuan",1991,0.813783759524465
"Sichuan",1992,0.821418300589391
"Sichuan",1993,0.828840584714404
"Sichuan",1994,0.836047361540104
"Sichuan",1995,0.843036271135896
"Sichuan",1996,0.849805805414124
"Sichuan",1997,0.856355264915544
"Sichuan",1998,0.862684711865623
"Sichuan",1999,0.86879492037387
"Sichuan",2000,0.87468732460659
"Sichuan",2001,0.880363965710077
"Sichuan",2002,0.88582743819902
"Sichuan",2003,0.891080836456368
"Sichuan",2004,0.896127701918543
"Sichuan",2005,0.900971971445898
"Sichuan",2006,0.905617927304575
"Sichuan",2007,0.910070149114012
"Sichuan",2008,0.91433346804568
"Sichuan",2009,0.918412923494068
"Sichuan",2010,0.922313722381405
"Sichuan",2011,0.926041201203473
"Sichuan",2012,0.929600790875476
"Sichuan",2013,0.932997984394364
